Name;Author;Rank;Genus;Family;Order;Class;Phylum;Kingd;Status;Mainl;Origin;CurDis;Pathw1;Pathw2;LifeSt;Ecosys;Observ;AOO;Imp12;Impact;minImp;maxImp;InvPot;minInv;maxInv;clmInv;EcoEff;minEff;maxEff;clmEff;A;minA;maxA;B;minB;maxB;C;minC;maxC;D;minD;maxD;E;minE;maxE;F;minF;maxF;G;minG;maxG;H;minH;maxH;I;minI;maxI
Abies procera;Rehder;species;Abies;Pinaceae;Pinales;Pinopsida;Pinophyta;Plantae;reproducing;TRUE;NAm;Eur,NAm,Oc;esc;agr,for,hort;for,low;NA;1900;768;LO;LO;LO;LO;3;3;3;FALSE;2;2;2;FALSE;3;3;3;3;3;3;1;1;1;1;1;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1
Abies sachalinensis;(F.Schmidt) Mart.;species;Abies;Pinaceae;Pinales;Pinopsida;Pinophyta;Plantae;reproducing;TRUE;NAm;Eur,NAm;esc;for,hort;for;NA;1968;60;NR;LO;NK;LO;2;1;2;FALSE;1;1;1;FALSE;2;1;2;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Abies sibirica;Ledeb.;species;Abies;Pinaceae;Pinales;Pinopsida;Pinophyta;Plantae;reproducing;TRUE;Eur,As;Eur,As;esc;for,hort,orn;for,low;NA;1860;800;PH;LO;LO;LO;3;3;3;FALSE;2;2;2;FALSE;3;3;3;3;2;3;1;1;1;1;1;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1
Abies veitchii;Lindl.;species;Abies;Pinaceae;Pinales;Pinopsida;Pinophyta;Plantae;reproducing;TRUE;As;Eur,As,Oc;esc;hort;NA;NA;1968;20;NR;NK;NK;NK;1;1;1;FALSE;1;1;1;FALSE;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Acartia tonsa;NA;species;Acartia;Acartiidae;Calanoida;Maxillopoda;Arthropoda;Animalia;reproducing;TRUE;Atl,Pac;Atl,Balt,Med,Black,Casp,Pac,Ind;stw,spr;ball,nat;mar;H02;2012;80;HI;LO;LO;SE;3;3;4;TRUE;2;2;3;TRUE;4;4;4;2;2;3;3;2;3;1;1;1;1;1;2;1;1;1;2;2;3;1;1;1;1;1;1
Acartia tonsa;NA;species;Acartia;Acartiidae;Calanoida;Maxillopoda;Arthropoda;Animalia;DoorKnocker;FALSE;Atl,Pac;Atl,Balt,Med,Black,Casp,Pac,Ind;stw,spr;ball,nat;mar;H02;NA;0;NR;LO;LO;LO;3;2;3;TRUE;1;1;2;TRUE;3;3;3;2;1;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1
Acer campestre;L.;species;Acer;Sapindaceae;Sapindales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,As,Afr;Eur,As,NAm,Afr;esc;hort,orn,bza;for,urb;NA;1873;456;LO;LO;LO;LO;3;3;3;FALSE;1;1;1;FALSE;3;3;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Acer ginnala;Maxim.;species;Acer;Sapindaceae;Sapindales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;As;Eur,As,NAm;rel,esc;impr,relx,hort,orn;for;T04;1959;624;PH;HI;LO;HI;4;3;4;FALSE;2;1;2;FALSE;3;3;3;4;3;4;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1
Acer negundo;L.;species;Acer;Sapindaceae;Sapindales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;NAm;Eur,As,NAm,Oc;esc;hort,orn,bza;for,low,urb;NA;1937;16;LO;LO;LO;LO;1;1;1;FALSE;2;2;2;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1
Acer pseudoplatanus;L.;species;Acer;Sapindaceae;Sapindales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur;Eur,NAm,Oc;esc;hort,orn;for,low,urb;EN-10,EN-12,VU-10,T04,T32,T34;1765;32000;SE;SE;SE;SE;4;4;4;FALSE;4;4;4;FALSE;4;4;4;4;4;4;3;3;3;3;3;3;4;4;4;4;4;4;2;2;2;1;1;1;1;1;1
Acer pseudosieboldianum;(Pax) Kom.;species;Acer;Sapindaceae;Sapindales;Eudicots;Magnoliophyta;Plantae;DoorKnocker;TRUE;As;As;NA;NA;NA;NA;2017;0;NR;NK;NK;NK;1;1;1;FALSE;1;1;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Acer saccharum;Marshall;species;Acer;Sapindaceae;Sapindales;Eudicots;Magnoliophyta;Plantae;DoorKnocker;TRUE;NAm;Eur,NAm;NA;NA;NA;NA;NA;0;NK;LO;NK;LO;2;1;2;FALSE;1;1;1;FALSE;2;2;2;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Acer tataricum;L.;species;Acer;Sapindaceae;Sapindales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,As;Eur,As;esc;hort,orn;for,low,urb;NA;1912;56;LO;LO;LO;LO;2;2;2;FALSE;1;1;1;FALSE;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Acer tegmentosum;Maxim.;species;Acer;Sapindaceae;Sapindales;Eudicots;Magnoliophyta;Plantae;DoorKnocker;TRUE;As;As;NA;NA;NA;NA;2017;0;NR;NK;NK;NK;1;1;1;FALSE;1;1;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Achillea millefolium;L.;species;Achillea;Asteraceae;Asterales;Eudicots;Magnoliophyta;Plantae;reproducing;FALSE;Eur,As;Eur,As,NAm,Afr,SAm,Oc;cnt,stw;bait,cntx,stwx;urb;NA;1897;12;LO;LO;LO;LO;2;2;2;FALSE;1;1;1;FALSE;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Achillea nobilis;L.;species;Achillea;Asteraceae;Asterales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,As;Eur,As,NAm;cnt;seed;low,urb;VU-07,T32;1872;40;SE;HI;HI;HI;2;2;3;FALSE;3;3;3;FALSE;2;2;3;2;2;2;1;1;1;3;3;3;1;1;1;3;3;3;1;1;1;1;1;1;1;1;1
Aconogonon alpinum;(All.) Schur;species;Aconogonon;Polygonaceae;Caryophyllales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,As;Eur,As;esc,cnt;orn,bait;low,urb;NA;1947;80;LO;LO;LO;LO;3;3;3;FALSE;1;1;1;FALSE;3;3;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Aconogonon divaricatum;(L.) Nakai;species;Aconogonon;Polygonaceae;Caryophyllales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;As;Eur,As;esc;hort,orn,escx;low,urb;NA;1995;100;PH;LO;LO;LO;3;3;3;FALSE;1;1;1;FALSE;3;3;3;2;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Aconogonon � fennicum;Reiersen;species;Aconogonon;Polygonaceae;Caryophyllales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,As;Eur,As;esc,cnt;escx,habm;low;NA;1941;240;PH;LO;LO;LO;3;3;3;FALSE;1;1;1;FALSE;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Aconogonon weyrichii;(F.Schmidt) H.Hara;species;Aconogonon;Polygonaceae;Caryophyllales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;As;Eur,As;esc;hort;low,urb;NA;1986;140;LO;LO;LO;LO;3;3;3;FALSE;1;1;1;FALSE;3;3;3;2;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Acrotona parens;(Mulsant & Rey, 1852);species;Acrotona;Staphylinidae;Coleoptera;Insecta;Arthropoda;Animalia;reproducing;TRUE;Eur;Eur;cnt,spr;habm,nat;low;NA;1991;20000;LO;LO;LO;LO;3;3;3;TRUE;1;1;1;NA;4;4;4;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Acrotona pseudotenera;(Cameron, 1933);species;Acrotona;Staphylinidae;Coleoptera;Insecta;Arthropoda;Animalia;reproducing;TRUE;As;Eur,As;cnt,stw,spr;habm,bulk,nat;low;NA;1998;8000;LO;LO;LO;LO;3;3;3;TRUE;1;1;1;NA;4;4;4;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Acrotrichis cognata;(Matthews, 1877);species;Acrotrichis;Ptiliidae;Coleoptera;Insecta;Arthropoda;Animalia;reproducing;TRUE;NAm;Eur,As,NAm;cnt,spr;habm,nat;for,low;NA;1955;800;PH;PH;PH;PH;4;4;4;NA;1;1;1;NA;4;4;4;4;4;4;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Acrotrichis henrici;(Matthews, 1872);species;Acrotrichis;Ptiliidae;Coleoptera;Insecta;Arthropoda;Animalia;reproducing;TRUE;NAm;Eur,NAm;NA;NA;low;NA;1992;200;LO;LO;LO;LO;2;2;2;TRUE;1;1;1;NA;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Acrotrichis insularis;(M�klin, 1852);species;Acrotrichis;Ptiliidae;Coleoptera;Insecta;Arthropoda;Animalia;reproducing;TRUE;NAm;Eur,NAm;cnt,stw,spr;habm,veh,nat;for,low;NA;1965;18800;PH;PH;PH;PH;4;4;4;NA;1;1;1;NA;4;4;4;1;1;1;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Acrotrichis sanctaehelenae;Johnson, 1972;species;Acrotrichis;Ptiliidae;Coleoptera;Insecta;Arthropoda;Animalia;DoorKnocker;TRUE;Afr;Eur,Afr;cnt,spr;habm,nat;low;NA;NA;0;LO;LO;LO;LO;3;3;3;TRUE;1;1;1;NA;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Actinidia arguta;(Siebold & Zucc.) Planch. ex Miq.;species;Actinidia;Actinidiaceae;Ericales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;As;Eur,As;rel;relx;for;NA;2002;4;NR;NK;NK;NK;1;1;1;FALSE;1;1;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Actinidia kolomikta;(Rupr. & Maxim.) Maxim.;species;Actinidia;Actinidiaceae;Ericales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;As;Eur,As;rel;relx;for,urb;NA;1993;4;NR;NK;NK;NK;1;1;1;FALSE;1;1;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Adistemia watsoni;(Wollaston, 1871);species;Adistemia;Latridiidae;Coleoptera;Insecta;Arthropoda;Animalia;DoorKnocker;TRUE;Eur;Eur;cnt,stw;habm,veh;low;NA;1991;0;LO;LO;LO;LO;3;3;3;NA;1;1;1;NA;3;3;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Aedes aegypti;(Linnaeus, 1762);species;Aedes;Culicidae;Diptera;Insecta;Arthropoda;Animalia;DoorKnocker;TRUE;Afr;Eur,As,NAm,Afr,SAm,Oc;stw;bulk;low;NA;NA;0;NR;LO;LO;HI;3;3;3;TRUE;2;2;3;NA;2;2;2;3;3;3;1;1;1;1;1;2;2;2;3;1;1;1;1;1;1;1;1;1;1;1;2
Aedes albopictus;(Skuse, 1894);species;Aedes;Culicidae;Diptera;Insecta;Arthropoda;Animalia;DoorKnocker;TRUE;As;Eur,As,NAm,Afr,SAm,Oc;stw;peop,veh,ship,mach,bulk;for,urb;NA;NA;0;PH;HI;HI;HI;3;3;3;TRUE;3;3;3;NA;2;2;2;4;4;4;1;1;1;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Aedes atropalpus;(Coquillett, 1902);species;Aedes;Culicidae;Diptera;Insecta;Arthropoda;Animalia;DoorKnocker;TRUE;NAm;Eur,As,NAm,Afr,SAm,Oc;stw;bulk;low;NA;NA;0;NR;LO;LO;LO;3;3;3;TRUE;2;2;2;NA;2;2;2;4;4;4;1;1;1;1;1;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;2
Aedes japonicus;(Theobald, 1901);species;Aedes;Culicidae;Diptera;Insecta;Arthropoda;Animalia;DoorKnocker;TRUE;As;Eur,As,NAm,Afr,SAm,Oc;stw;bulk;low;NA;NA;0;NR;SE;SE;SE;3;3;3;TRUE;4;4;4;NA;2;2;2;4;3;4;1;1;1;1;1;1;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1
Aedes koreicus;(Edwards, 1917);species;Aedes;Culicidae;Diptera;Insecta;Arthropoda;Animalia;DoorKnocker;TRUE;As;Eur,As,NAm,Afr,SAm,Oc;cnt;cntx;low;NA;NA;0;NR;LO;LO;LO;3;3;3;TRUE;1;1;2;NA;2;2;2;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2
Aedes triceriatus;(Say, 1823);species;Aedes;Culicidae;Diptera;Insecta;Arthropoda;Animalia;DoorKnocker;TRUE;NAm;Eur,As,NAm,Afr,SAm,Oc;stw;bulk;low;NA;NA;0;NR;LO;LO;LO;3;3;3;TRUE;1;1;2;NA;2;2;2;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2
Aesculus hippocastanum;L.;species;Aesculus;Sapindaceae;Sapindales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur;Eur,NAm,Oc;esc;hort,orn;for,low,urb;NA;1754;4500;PH;PH;PH;PH;4;4;4;FALSE;1;1;1;FALSE;4;4;4;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Agardhiella subulata;NA;species;Agardhiella;Solieriaceae;Gigartinales;Florideophyceae;Rhodophyta;Plantae;DoorKnocker;TRUE;Atl;Atl,Med;stw,spr;angl,stwx,nat;mar;NA;NA;0;NR;LO;LO;LO;3;3;3;TRUE;1;1;1;TRUE;4;4;4;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Agaricus bisporus;(J. E. Lange) Imbach;species;Agaricus;Agaricaceae;Agaricales;Agaricomycetes;Basidiomycota;Fungi;reproducing;TRUE;Eur,As,NAm,Afr,SAm,Oc;Eur,As,NAm,Afr,SAm,Oc;cnt;nurs;low;NA;2005;400;LO;LO;LO;LO;2;2;2;NA;1;1;1;NA;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Agaricus bitorquis;(Qu�l.) Sacc.;species;Agaricus;Agaricaceae;Agaricales;Agaricomycetes;Basidiomycota;Fungi;reproducing;TRUE;Eur,As,NAm,Afr,SAm,Oc;Eur,As,NAm,Afr,SAm,Oc;stw;stwx;urb;NA;1965;140;LO;LO;LO;LO;2;2;3;NA;1;1;1;NA;4;3;4;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Agaricus subperonatus;(J. E. Lange) Singer;species;Agaricus;Agaricaceae;Agaricales;Agaricomycetes;Basidiomycota;Fungi;reproducing;TRUE;Eur,As,NAm,Afr,SAm,Oc;Eur,As,NAm,Afr,SAm,Oc;cnt;habm,nurs;urb;VU-02;1975;152;HI;HI;LO;HI;2;2;3;NA;3;2;3;NA;4;3;4;1;1;2;1;1;1;3;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Agaricus xanthodermus;Genev.;species;Agaricus;Agaricaceae;Agaricales;Agaricomycetes;Basidiomycota;Fungi;reproducing;TRUE;Eur,As,NAm,Afr,SAm,Oc;Eur,As,NAm,Afr,SAm,Oc;cnt;habm;low;NA;1925;400;LO;LO;LO;LO;2;2;2;NA;1;1;1;NA;4;3;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Agastache rugosa;(Fisch. & C.A.Mey.) Kuntze;species;Agastache;Lamiaceae;Lamiales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;As;Eur,As;esc;hort;urb;NA;2008;8;NR;NK;NK;NK;1;1;1;FALSE;1;1;1;FALSE;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Agastache urticifolia;(Benth.) Kuntze;species;Agastache;Lamiaceae;Lamiales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;NAm;Eur,NAm;esc;hort,orn,escx;urb;NA;2000;24;NR;NK;NK;NK;1;1;1;FALSE;1;1;1;FALSE;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Aglaothamnion halliae;(F.S. Collins) Apnte, Ballantine & Norris, 1997;species;Aglaothamnion;Callithamniaceae;Ceramiales;Florideophyceae;Rhodophyta;Plantae;reproducing;TRUE;Atl;Atl;stw;ball,hull,angl,stwx;mar;M14;1985;20000;LO;LO;LO;LO;2;2;2;NA;1;1;1;NA;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Agrilus anxius;Gory, 1841;species;Agrilus;Buprestidae;Coleoptera;Insecta;Arthropoda;Animalia;DoorKnocker;TRUE;NAm;NAm;stw;bulk,pack;for;NA;NA;0;HI;PH;PH;PH;1;1;1;TRUE;4;4;4;NA;2;2;2;1;1;1;1;1;1;1;1;1;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1
Agrilus planipennis;Fairmaire, 1888;species;Agrilus;Buprestidae;Coleoptera;Insecta;Arthropoda;Animalia;DoorKnocker;TRUE;As;Eur,As,NAm;stw;bulk;for;NA;NA;0;HI;SE;SE;SE;3;3;3;TRUE;4;4;4;NA;2;2;2;3;3;3;1;1;1;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Agrostemma githago;L.;species;Agrostemma;Caryophyllaceae;Caryophyllales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,As;Eur,As,NAm,Oc;cnt;seed;low,urb;NA;1750;12;NR;NK;NK;NK;1;1;1;FALSE;1;1;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Ahasverus advena;(Waltl, 1834);species;Ahasverus;Silvanidae;Coleoptera;Insecta;Arthropoda;Animalia;DoorKnocker;TRUE;Eur;Eur;cnt,spr;nurs,nat;low;NA;NA;0;LO;LO;LO;LO;2;2;2;NA;1;1;1;NA;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Aix galericulata;(Linnaeus, 1758);species;Aix;Anatidae;Anseriformes;Aves;Chordata;Animalia;DoorKnocker;TRUE;As;Eur,As,NAm;esc,spr;pet,bza,nat;for,lim;NA;1912;0;LO;NK;NK;LO;1;1;1;NA;1;1;2;NA;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;2;1;1;1
Aix sponsa;(Linnaeus, 1758);species;Aix;Anatidae;Anseriformes;Aves;Chordata;Animalia;DoorKnocker;TRUE;NAm;Eur,NAm;esc,spr;pet,bza,nat;for,lim;NA;1978;0;LO;NK;NK;LO;1;1;1;NA;1;1;2;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1
Ajuga genevensis;L.;species;Ajuga;Lamiaceae;Lamiales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,As;Eur,As,NAm;esc,cnt;hort,orn,seed;low,urb;NA;1881;12;NK;NK;NK;NK;1;1;1;FALSE;1;1;1;FALSE;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Alcea rosea;L.;species;Alcea;Malvaceae;Malvales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;As;Eur,As,NAm,Oc;esc;hort,orn;low,urb;NA;1937;16;NK;NK;NK;NK;1;1;1;FALSE;1;1;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Alchemilla heptagona;Juz.;species;Alchemilla;Rosaceae;Rosales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur;Eur;cnt;bait;low;NA;1998;24;LO;NK;NK;LO;1;1;2;FALSE;1;1;1;FALSE;2;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Alchemilla mollis;(Buser) Rothm.;species;Alchemilla;Rosaceae;Rosales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,As;Eur,As,NAm,Oc;esc;hort,orn,escx;low,urb;VU-08,T32;1938;3000;HI;SE;SE;SE;4;4;4;FALSE;3;3;3;FALSE;4;4;4;4;3;4;1;1;1;3;3;3;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1
Alchemilla sarmatica;Juz.;species;Alchemilla;Rosaceae;Rosales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur;Eur;cnt;seed;low;NA;1989;80;NR;LO;LO;LO;2;2;2;FALSE;1;1;1;FALSE;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Alchemilla semilunaris;Alechin;species;Alchemilla;Rosaceae;Rosales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur;Eur;cnt;bait;low;NA;1999;16;LO;NK;NK;LO;1;1;2;FALSE;1;1;1;FALSE;2;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Alchemilla speciosa;Buser;species;Alchemilla;Rosaceae;Rosales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,As;Eur,As;esc;hort;NA;NA;2011;32;NR;NK;NK;NK;1;1;1;FALSE;1;1;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Alchemilla subcrenata;Buser;species;Alchemilla;Rosaceae;Rosales;Eudicots;Magnoliophyta;Plantae;reproducing;FALSE;Eur;Eur;cnt,stw;bait,stwx;urb;NA;1957;4;LO;NK;NK;NK;1;1;1;TRUE;1;1;1;FALSE;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Alcyonium digitatum;Linnaeus, 1758;species;Alcyonium;Alcyoniidae;Alcyonacea;Anthozoa;Cnidaria;Animalia;DoorKnocker;FALSE;Atl;Atl,Med;stw;stwx;mar;M01,M02,M03,M10;NA;0;NR;LO;LO;LO;3;2;3;TRUE;1;1;1;NA;4;4;4;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Alectoris rufa;(Linnaeus, 1758);species;Alectoris;Phasianidae;Galliformes;Aves;Chordata;Animalia;DoorKnocker;TRUE;Eur;Eur;rel;relx;low;NA;1990;0;NR;NK;NK;NK;1;1;1;NA;1;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Allium angulosum;L.;species;Allium;Amaryllidaceae;Asparagales;Monocots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,As;Eur,As;rel;relx;low;NA;1991;8;NK;NK;NK;NK;1;1;1;FALSE;1;1;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Allium caeruleum;Pall.;species;Allium;Amaryllidaceae;Asparagales;Monocots;Magnoliophyta;Plantae;DoorKnocker;TRUE;Eur,As;Eur,As;esc;hort;low;NA;1947;0;NR;NK;NK;NK;1;1;1;FALSE;1;1;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Allium carinatum;L.;species;Allium;Amaryllidaceae;Asparagales;Monocots;Magnoliophyta;Plantae;reproducing;TRUE;Eur;Eur;rel,cnt;relx,seed;low;NA;1857;8;NK;NK;NK;NK;1;1;1;FALSE;1;1;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Allium � hollandicum;R.M.Fritsch;species;Allium;Amaryllidaceae;Asparagales;Monocots;Magnoliophyta;Plantae;reproducing;TRUE;As;Eur,As;esc;hort,escx;low,urb;NA;1998;80;PH;LO;LO;LO;2;2;2;FALSE;1;1;1;FALSE;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Allium rotundum;L.;species;Allium;Amaryllidaceae;Asparagales;Monocots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,As,Afr;Eur,As,Afr;cnt;seed;low;NA;1973;4;NK;NK;NK;NK;1;1;1;FALSE;1;1;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Allium siculum;Ucria;species;Allium;Amaryllidaceae;Asparagales;Monocots;Magnoliophyta;Plantae;DoorKnocker;TRUE;Eur,As;Eur,As;esc;hort;low;NA;2009;0;NR;NK;NK;NK;1;1;1;FALSE;1;1;1;FALSE;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Allium victorialis;L.;species;Allium;Amaryllidaceae;Asparagales;Monocots;Magnoliophyta;Plantae;reproducing;TRUE;Eur,As,NAm;Eur,As,NAm;esc;hort,orn,escx;for,low;NA;1987;360;PH;LO;LO;LO;3;3;3;FALSE;1;1;1;FALSE;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Alnus alnobetula;(Ehrh.) K.Koch;species;Alnus;Betulaceae;Fagales;Eudicots;Magnoliophyta;Plantae;reproducing;TRUE;Eur;Eur;rel,esc;impr,hort,orn;for,low,urb;T04,T16;2001;160;NR;HI;HI;HI;3;3;3;FALSE;3;3;3;FALSE;3;3;3;3;3;3;2;1;2;3;3;3;1;1;1;1;1;1;2;2;2;1;1;1;1;1;1
Alopochen aegyptiaca;(Linnaeus, 1766);species;Alopochen;Anatidae;Anseriformes;Aves;Chordata;Animalia;DoorKnocker;TRUE;Afr;Eur,NAm,Afr;spr;nat;lim,low,mar;NA;2002;0;HI;PH;LO;HI;1;1;2;TRUE;4;3;4;TRUE;1;1;1;1;1;1;1;1;2;4;3;4;2;2;3;1;1;2;1;1;1;1;1;1;1;1;1
Alphitophagus bifasciatus;(Say, 1824);species;Alphitophagus;Tenebrionidae;Coleoptera;Insecta;Arthropoda;Animalia;reproducing;TRUE;NAm;Eur,NAm;cnt;habm,nurs;low;NA;1975;1000;LO;LO;LO;LO;2;2;2;TRUE;1;1;1;NA;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
